               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 320,            0.013892,            0.014941,          0.00073644,             0.98136,                   1,             0.98545,             0.84569,            0.011352,           0.0072377,          0.00026352,           0.0047365,           0.0047365,           0.0047365
                 321,            0.013992,            0.015036,          0.00073618,             0.98146,                   1,             0.98318,             0.84393,             0.01109,           0.0069008,          0.00023849,             0.00472,             0.00472,             0.00472
                 322,            0.013691,              0.0151,          0.00069845,             0.98148,                   1,             0.99033,             0.86614,            0.010765,           0.0068162,          0.00024314,           0.0047035,           0.0047035,           0.0047035
                 323,            0.013739,            0.014935,          0.00074175,             0.98345,                   1,             0.99147,             0.84873,            0.011473,           0.0067617,          0.00025151,            0.004687,            0.004687,            0.004687
                 324,            0.013872,            0.014651,          0.00074304,             0.98167,                   1,             0.98639,             0.85851,            0.010922,           0.0068377,          0.00027583,           0.0046705,           0.0046705,           0.0046705
                 325,            0.013577,            0.015055,           0.0006601,             0.98302,                   1,             0.99245,             0.86027,            0.010914,           0.0064848,          0.00023329,            0.004654,            0.004654,            0.004654
                 326,            0.013811,            0.014945,          0.00075068,             0.98144,                   1,             0.98816,             0.85721,            0.010928,           0.0069059,          0.00026993,           0.0046375,           0.0046375,           0.0046375
                 327,             0.01338,            0.015499,          0.00071201,             0.98155,                   1,             0.98793,             0.85554,            0.010858,           0.0066192,          0.00023265,            0.004621,            0.004621,            0.004621
                 328,            0.014158,            0.015066,          0.00075121,             0.98154,                   1,             0.99066,             0.87112,            0.010584,           0.0064324,          0.00023097,           0.0046045,           0.0046045,           0.0046045
                 329,            0.013208,            0.014194,          0.00069303,             0.97945,             0.99773,             0.98581,             0.87039,            0.010604,           0.0064575,          0.00026424,            0.004588,            0.004588,            0.004588
                 330,            0.013445,            0.014554,           0.0007045,             0.97902,             0.99773,             0.98172,             0.85614,            0.010995,           0.0066171,          0.00025294,           0.0045715,           0.0045715,           0.0045715
                 331,            0.013159,            0.014226,          0.00072149,             0.98486,                   1,             0.99273,             0.85169,            0.011552,           0.0064589,          0.00024174,            0.004555,            0.004555,            0.004555
                 332,            0.013265,            0.014749,          0.00070692,             0.98159,                   1,             0.98955,             0.86539,            0.010958,           0.0065053,          0.00020483,           0.0045385,           0.0045385,           0.0045385
                 333,             0.01344,            0.014449,          0.00070327,             0.97915,             0.99773,             0.98339,             0.85066,            0.010979,           0.0067784,            0.000212,            0.004522,            0.004522,            0.004522
                 334,            0.013425,            0.014522,          0.00070017,             0.97932,             0.99773,              0.9893,             0.85835,             0.01061,           0.0065241,          0.00025356,           0.0045055,           0.0045055,           0.0045055
                 335,            0.012645,            0.013445,          0.00068926,             0.98633,             0.99956,             0.99486,             0.85657,            0.011409,           0.0063938,          0.00024766,            0.004489,            0.004489,            0.004489
                 336,             0.01332,            0.014447,          0.00068862,             0.98143,                   1,             0.98992,             0.85809,            0.010858,           0.0064827,           0.0002322,           0.0044725,           0.0044725,           0.0044725
                 337,            0.013357,            0.014605,          0.00067502,             0.97903,             0.99773,             0.99023,             0.85795,             0.01102,           0.0065176,          0.00020553,            0.004456,            0.004456,            0.004456
                 338,            0.013388,             0.01435,          0.00068602,             0.97933,             0.99773,             0.98839,             0.84789,            0.010936,           0.0064926,          0.00022876,           0.0044395,           0.0044395,           0.0044395
                 339,            0.013274,             0.01446,           0.0006801,             0.97904,             0.99773,             0.98645,             0.84702,            0.011028,           0.0065441,          0.00021995,            0.004423,            0.004423,            0.004423
                 340,            0.013665,            0.014342,          0.00069995,             0.97935,             0.99773,             0.99051,             0.86358,            0.010627,           0.0064257,          0.00026736,           0.0044065,           0.0044065,           0.0044065
                 341,            0.013359,              0.0145,          0.00073056,             0.98145,                   1,             0.98454,             0.85028,            0.010955,           0.0065724,          0.00026649,             0.00439,             0.00439,             0.00439
                 342,            0.013262,             0.01435,          0.00069521,             0.98145,                   1,             0.99129,             0.86139,            0.011014,           0.0062818,          0.00022854,           0.0043735,           0.0043735,           0.0043735
                 343,            0.013807,            0.014354,          0.00073121,             0.99233,                   1,               0.995,             0.84612,            0.012398,           0.0066167,          0.00017955,            0.004357,            0.004357,            0.004357
                 344,            0.012901,            0.013937,          0.00072202,             0.98168,                   1,             0.98645,             0.85217,            0.011362,           0.0064675,          0.00021682,           0.0043405,           0.0043405,           0.0043405
                 345,            0.013303,            0.014423,          0.00065669,             0.97914,             0.99773,              0.9855,             0.85572,            0.011068,           0.0064504,          0.00021107,            0.004324,            0.004324,            0.004324
                 346,             0.01333,            0.014425,          0.00068274,             0.97939,               0.997,              0.9856,              0.8552,            0.011163,           0.0066333,           0.0002346,           0.0043075,           0.0043075,           0.0043075
                 347,            0.012928,            0.014544,          0.00068572,             0.97897,             0.99773,             0.98761,             0.85476,            0.011055,           0.0066506,           0.0002404,            0.004291,            0.004291,            0.004291
                 348,            0.013032,            0.014506,          0.00066735,             0.97933,             0.99773,             0.98612,             0.86827,            0.010681,           0.0064263,          0.00021306,           0.0042745,           0.0042745,           0.0042745
                 349,            0.013073,            0.013931,          0.00067585,             0.98148,                   1,               0.986,              0.8548,            0.010921,            0.006462,          0.00021044,            0.004258,            0.004258,            0.004258
                 350,            0.013676,            0.013688,          0.00067794,             0.98123,                   1,             0.99098,             0.86966,            0.010592,           0.0065168,          0.00023447,           0.0042415,           0.0042415,           0.0042415
                 351,            0.013104,            0.014268,          0.00068064,             0.97939,             0.99773,             0.98775,             0.85235,            0.011053,           0.0067313,          0.00024998,            0.004225,            0.004225,            0.004225
                 352,            0.013629,            0.014257,          0.00070764,             0.97916,             0.99773,             0.98875,             0.85812,            0.010837,           0.0064882,          0.00021837,           0.0042085,           0.0042085,           0.0042085
                 353,            0.012687,            0.014389,          0.00067396,             0.97938,             0.99773,             0.98806,             0.86509,            0.011114,           0.0063019,          0.00021257,            0.004192,            0.004192,            0.004192
                 354,            0.013161,            0.014422,          0.00064801,             0.97937,             0.99773,             0.98732,             0.86942,            0.010591,           0.0062221,          0.00017962,           0.0041755,           0.0041755,           0.0041755
                 355,            0.012981,            0.013913,           0.0006699,             0.98156,                   1,              0.9893,             0.86105,            0.010864,           0.0063877,          0.00019916,            0.004159,            0.004159,            0.004159
                 356,            0.012789,            0.013798,           0.0006657,              0.9794,             0.99773,             0.98522,             0.84859,            0.011284,           0.0065924,          0.00022211,           0.0041425,           0.0041425,           0.0041425
                 357,            0.012552,            0.013712,          0.00069184,             0.97943,             0.99773,             0.98499,              0.8525,            0.011293,           0.0066622,          0.00023218,            0.004126,            0.004126,            0.004126
                 358,            0.012968,            0.014137,          0.00069252,             0.98592,                   1,             0.99014,             0.86024,            0.010997,           0.0066423,          0.00021548,           0.0041095,           0.0041095,           0.0041095
                 359,            0.012641,            0.014082,          0.00063967,             0.98262,                   1,             0.98787,              0.8608,            0.010776,           0.0066275,          0.00021148,            0.004093,            0.004093,            0.004093
                 360,            0.012627,            0.013947,           0.0006224,             0.97946,             0.99773,             0.98556,             0.85565,            0.010838,           0.0070231,          0.00019391,           0.0040765,           0.0040765,           0.0040765
                 361,            0.012882,               0.014,          0.00065635,             0.97922,             0.99773,              0.9831,              0.8615,            0.010952,           0.0066746,           0.0001899,             0.00406,             0.00406,             0.00406
                 362,            0.012818,            0.013929,          0.00065803,             0.97948,             0.99773,             0.98589,              0.8646,            0.010715,           0.0066452,          0.00020778,           0.0040435,           0.0040435,           0.0040435
                 363,            0.012945,            0.014101,          0.00066821,             0.98139,                   1,                0.99,             0.87029,            0.010748,           0.0066631,          0.00021734,            0.004027,            0.004027,            0.004027
                 364,            0.012637,            0.013879,          0.00067326,             0.98071,             0.99773,             0.98968,             0.86978,            0.010742,            0.006542,          0.00020952,           0.0040105,           0.0040105,           0.0040105
                 365,             0.01244,            0.013557,          0.00068078,             0.98053,             0.99773,             0.99066,             0.86439,             0.01066,           0.0066698,          0.00021007,            0.003994,            0.003994,            0.003994
                 366,            0.013141,            0.013916,          0.00065071,             0.98381,             0.99773,             0.99169,             0.84611,             0.01144,           0.0068135,           0.0001928,           0.0039775,           0.0039775,           0.0039775
                 367,            0.012557,            0.013631,          0.00071215,             0.98398,                   1,             0.99181,             0.85839,            0.011449,           0.0065181,          0.00017276,            0.003961,            0.003961,            0.003961
                 368,            0.012816,            0.013772,          0.00062446,             0.97934,             0.99773,              0.9859,             0.86898,            0.010642,           0.0063431,          0.00018437,           0.0039445,           0.0039445,           0.0039445
                 369,            0.012794,            0.013706,          0.00062921,             0.98167,                   1,             0.98687,              0.8601,            0.010847,            0.006856,          0.00018058,            0.003928,            0.003928,            0.003928
                 370,            0.012965,            0.014539,          0.00066543,              0.9794,             0.99773,              0.9862,               0.861,            0.010885,            0.006991,           0.0001984,           0.0039115,           0.0039115,           0.0039115
                 371,            0.011959,            0.013716,          0.00069354,             0.97938,             0.99773,             0.98517,             0.85863,            0.010916,           0.0069032,          0.00020419,            0.003895,            0.003895,            0.003895
                 372,            0.012349,            0.013664,          0.00060629,             0.97883,             0.99773,              0.9849,             0.86032,            0.010846,           0.0065334,          0.00021791,           0.0038785,           0.0038785,           0.0038785
                 373,            0.012561,            0.013869,          0.00067737,             0.97929,             0.99773,             0.98723,             0.86373,            0.010829,           0.0067051,          0.00020671,            0.003862,            0.003862,            0.003862
                 374,            0.012745,            0.014703,          0.00067924,             0.97912,             0.99773,             0.98697,             0.85651,            0.011106,           0.0070902,          0.00019166,           0.0038455,           0.0038455,           0.0038455
                 375,            0.012506,            0.013546,          0.00066427,             0.98143,                   1,             0.99215,             0.86389,            0.010784,            0.006887,          0.00016838,            0.003829,            0.003829,            0.003829
                 376,            0.012484,            0.013084,          0.00067905,             0.98371,                   1,             0.99308,               0.856,            0.011095,           0.0066154,          0.00016544,           0.0038125,           0.0038125,           0.0038125
                 377,             0.01258,            0.013355,          0.00062216,             0.97912,             0.99773,             0.98864,             0.86207,            0.010807,           0.0068316,          0.00020232,            0.003796,            0.003796,            0.003796
                 378,            0.012427,            0.013689,          0.00064935,             0.99145,             0.99867,               0.995,              0.8586,            0.011418,           0.0066292,          0.00016884,           0.0037795,           0.0037795,           0.0037795
                 379,            0.012367,            0.013926,          0.00063868,             0.97939,             0.99773,             0.99269,             0.86744,            0.010757,            0.006762,          0.00017998,            0.003763,            0.003763,            0.003763
                 380,            0.012752,            0.013831,          0.00065739,             0.97937,             0.99773,               0.992,             0.86313,            0.010812,           0.0070543,          0.00016669,           0.0037465,           0.0037465,           0.0037465
                 381,            0.012203,            0.013643,          0.00063728,             0.98451,                   1,             0.99249,             0.86157,            0.010816,           0.0067733,          0.00015244,             0.00373,             0.00373,             0.00373
                 382,            0.012355,            0.013396,            0.000649,             0.98159,                   1,             0.98663,             0.85161,            0.011221,           0.0068342,           0.0001828,           0.0037135,           0.0037135,           0.0037135
                 383,             0.01213,            0.014359,          0.00062282,             0.98155,                   1,             0.98734,             0.85146,            0.010949,            0.006969,          0.00019358,            0.003697,            0.003697,            0.003697
                 384,            0.012218,            0.013688,          0.00063902,             0.98167,                   1,             0.98777,             0.84881,            0.011118,           0.0067929,          0.00019634,           0.0036805,           0.0036805,           0.0036805
                 385,            0.012421,            0.013689,          0.00066819,             0.98255,                   1,             0.99018,             0.86618,            0.010953,           0.0068059,          0.00018032,            0.003664,            0.003664,            0.003664
                 386,            0.012305,            0.013043,          0.00059548,             0.98149,                   1,             0.99136,             0.86885,            0.010882,           0.0067034,          0.00017104,           0.0036475,           0.0036475,           0.0036475
                 387,            0.011824,            0.013111,          0.00063578,             0.98157,                   1,             0.99035,             0.86095,            0.010784,           0.0069149,          0.00017436,            0.003631,            0.003631,            0.003631
                 388,            0.012857,            0.013227,          0.00064551,             0.98126,                   1,             0.98915,             0.86141,            0.011038,           0.0072598,          0.00018311,           0.0036145,           0.0036145,           0.0036145
                 389,            0.011989,            0.013555,          0.00059849,             0.98153,                   1,             0.98618,             0.85752,            0.010813,           0.0072307,          0.00016974,            0.003598,            0.003598,            0.003598
                 390,            0.011988,            0.013562,          0.00059223,             0.98125,                   1,             0.99091,             0.86794,            0.010601,           0.0068466,          0.00017885,           0.0035815,           0.0035815,           0.0035815
                 391,            0.012279,            0.013635,          0.00064704,             0.98123,                   1,             0.99048,             0.86247,             0.01057,           0.0067655,          0.00018975,            0.003565,            0.003565,            0.003565
                 392,            0.011932,            0.013332,          0.00061511,             0.98161,                   1,             0.99049,             0.87302,            0.010484,            0.006714,          0.00018878,           0.0035485,           0.0035485,           0.0035485
                 393,            0.012063,             0.01314,          0.00063152,             0.98159,                   1,             0.99054,             0.87038,            0.010657,           0.0070038,          0.00020093,            0.003532,            0.003532,            0.003532
                 394,            0.012272,            0.013577,          0.00063939,             0.98513,                   1,             0.99219,             0.86007,            0.011008,           0.0070921,          0.00018488,           0.0035155,           0.0035155,           0.0035155
                 395,            0.011772,            0.013069,          0.00066063,              0.9816,                   1,             0.98856,             0.86084,            0.010791,           0.0069063,          0.00018481,            0.003499,            0.003499,            0.003499
                 396,            0.011675,             0.01301,          0.00059936,             0.98136,                   1,              0.9899,             0.86925,            0.010589,           0.0068872,          0.00017494,           0.0034825,           0.0034825,           0.0034825
                 397,            0.011899,            0.013039,           0.0006277,             0.98143,                   1,             0.98918,             0.86788,            0.010512,           0.0067855,          0.00016851,            0.003466,            0.003466,            0.003466
                 398,            0.012317,            0.013381,          0.00069117,             0.98147,                   1,              0.9876,             0.86329,            0.010668,           0.0067189,          0.00016646,           0.0034495,           0.0034495,           0.0034495
                 399,            0.011825,            0.012743,           0.0006315,              0.9816,                   1,             0.98712,             0.85723,            0.010789,           0.0068481,          0.00017917,            0.003433,            0.003433,            0.003433
                 400,            0.012186,            0.013458,          0.00067383,             0.98144,                   1,             0.98595,             0.86189,            0.010815,           0.0068116,          0.00019923,           0.0034165,           0.0034165,           0.0034165
                 401,            0.011874,            0.013006,          0.00058349,             0.98166,                   1,             0.98688,             0.85978,            0.010707,           0.0069761,          0.00017258,              0.0034,              0.0034,              0.0034
                 402,            0.012042,            0.012606,          0.00061118,             0.98157,                   1,             0.98845,             0.86744,            0.010654,           0.0070149,          0.00015618,           0.0033835,           0.0033835,           0.0033835
                 403,            0.012103,            0.013182,          0.00065222,             0.98111,                   1,             0.99328,             0.86658,            0.010784,           0.0068907,          0.00014727,            0.003367,            0.003367,            0.003367
                 404,            0.012374,              0.0133,          0.00063221,             0.98032,             0.99773,              0.9883,             0.87127,            0.010564,            0.006685,          0.00015684,           0.0033505,           0.0033505,           0.0033505
                 405,            0.011759,            0.012639,          0.00061889,             0.98148,                   1,             0.99268,             0.87339,            0.010723,           0.0065931,          0.00017887,            0.003334,            0.003334,            0.003334
